Case Origin,Type,Category,Sub-Category,Station,Date/Time Opened,Date/Time Closed,Age (Days)
Phone,Complaint,Passenger Information,Inadequate/Incorrect,C30 - Lafayette,1/16/18 12:42,1/16/18 12:43,0
Phone,Complaint,Policies,Fares,A90 - Fremont,1/16/18 12:38,1/19/18 9:16,3
Phone,Complaint,AFC,Clipper,,1/16/18 12:24,1/19/18 9:09,3
Twitter,Complaint,Service,Closed Door,M16 - Embarcadero (SF),1/16/18 10:56,1/18/18 12:33,2
Phone,Complaint,Policies,Policies Misc.,M60 - 24th St. Mission (SF),1/16/18 10:48,1/18/18 11:57,2
Website,Complaint,Police,Lack of Presence - Train,S20 - Warm Springs,1/16/18 8:44,1/17/18 15:56,1
Website,Complaint,Police,Lack of Presence - Train,,1/16/18 8:24,1/17/18 15:20,1
Website,Complaint,Quality of Life,Transient,,1/16/18 7:42,1/18/18 9:32,2
Website,Complaint,Station Cleanliness,Elevators,M90 - Daly City,43116.30903,43117.59028,1
Website,Complaint,Maintenance and Equipment,Courtesy Phones,K20 - 19th St. Oakland,43115.86389,43117.50278,2
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43115.59028,43117.45764,2
Website,Complaint,Passenger Information,Inadequate/Incorrect,A90 - Fremont,43115.37917,43118.66458,3
Website,Complaint,AFC,AFC Misc.,M30 - Powell St. (SF),43115.36181,43117.56736,2
Website,Complaint,Station Cleanliness,Restrooms,L30 - Dublin/Pleasanton,43115.35764,43117.44861,2
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,M16 - Embarcadero (SF),43115.34792,43117.41597,2
Website,Complaint,AFC,Clipper,,1/15/18 7:41,1/17/18 12:27,2
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,C80 - Pittsburg/Bay Point,1/15/18 6:33,1/17/18 8:52,2
Website,Complaint,Service,Scheduling,,1/15/18 5:25,1/17/18 8:57,2
Website,Complaint,Service,Closed Door,R20 - Downtown Berkeley,1/14/18 15:53,1/17/18 9:43,3
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,C30 - Lafayette,1/14/18 14:43,1/17/18 8:29,3
Website,Complaint,Parking,Restrictions/Enforcement,R40 - El Cerrito Plaza,1/14/18 13:00,1/17/18 12:48,3
Website,Complaint,AFC,Gate Malfunction,R20 - Downtown Berkeley,1/13/18 21:14,1/16/18 16:09,3
Website,Complaint,Police,Police Misc.,M30 - Powell St. (SF),1/13/18 18:49,1/16/18 15:56,3
Website,Complaint,Passenger Information,Improve Website,,1/13/18 18:31,1/16/18 13:38,3
Website,Complaint,Maintenance and Equipment,Lighting,R40 - El Cerrito Plaza,1/13/18 14:31,1/16/18 13:29,3
Website,Complaint,Parking,Restrictions/Enforcement,C40 - Walnut Creek,1/13/18 11:13,1/16/18 13:21,3
Website,Complaint,Trains,Air Conditioning Inoperative,,1/13/18 6:57,1/16/18 11:42,3
Website,Complaint,Policies,Operations,M40 - Civic Center/UN Plaza (SF),1/13/18 1:26,,89
Website,Complaint,Service,Scheduling,,1/12/18 17:25,1/16/18 9:01,4
Comment Card,Complaint,Parking,Parking Misc.,M90 - Daly City,1/12/18 16:28,1/12/18 16:29,0
Ground Mail,Complaint,Police,Police Misc.,,1/12/18 16:09,1/12/18 16:09,0
Phone,Complaint,Station Cleanliness,Platform,M80 - Balboa Park (SF),43112.65486,43112.65556,0
Comment Card,Complaint,Service,Crowded Trains,R60 - Richmond,43112.62708,43112.62708,0
Comment Card,Complaint,Station Cleanliness,Concourse,C50 - Pleasant Hill/Contra Costa Centre,43112.58819,43112.58819,0
Website,Complaint,Quality of Life,Unclean Individual,M20 - Montgomery St. (SF),43112.58472,43116.35139,4
Website,Complaint,Police,Lack of Presence - Train,M16 - Embarcadero (SF),43112.58333,43116.33611,4
Comment Card,Complaint,Trains,Trains Misc.,R40 - El Cerrito Plaza,43112.575,43112.575,0
Comment Card,Complaint,Police,Lack of Presence - STA,L10 - Castro Valley,43112.57292,43112.57292,0
Website,Complaint,Quality of Life,Quality of Life - Other,,1/12/18 12:45,1/12/18 13:35,0
Website,Complaint,Maintenance and Equipment,Elevator,M16 - Embarcadero (SF),1/12/18 12:45,1/12/18 13:02,0
Ground Mail,Complaint,Station Cleanliness,Facilities Maintenance Misc.,M40 - Civic Center/UN Plaza (SF),1/12/18 11:18,1/12/18 11:19,0
Website,Complaint,Maintenance and Equipment,Escalator,M40 - Civic Center/UN Plaza (SF),1/12/18 9:45,1/12/18 10:03,0
Website,Complaint,Quality of Life,Transient,L10 - Castro Valley,1/12/18 9:11,1/12/18 10:09,0
Website,Complaint,Policies,Fares,H10 - Oakland Int'l Airport,1/12/18 8:03,1/12/18 12:23,0
Website,Complaint,Service,Closed Door,M80 - Balboa Park (SF),1/12/18 6:53,1/16/18 8:12,4
Website,Complaint,Service,Crowded Trains,,1/12/18 6:52,1/12/18 12:19,0
Website,Complaint,Police,Lack of Presence - Train,C30 - Lafayette,1/12/18 5:43,1/12/18 8:52,0
Website,Complaint,AFC,AFC Misc.,C40 - Walnut Creek,1/12/18 5:15,1/12/18 8:57,0
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),1/12/18 5:10,1/16/18 9:17,4
Website,Complaint,Maintenance and Equipment,Escalator,K20 - 19th St. Oakland,1/12/18 4:38,1/12/18 8:53,0
Website,Complaint,Parking,Parking Misc.,A90 - Fremont,1/12/18 0:08,1/12/18 10:10,0
Website,Complaint,Police,Lack of Presence - STA,A70 - South Hayward,1/11/18 23:36,1/12/18 11:35,0
Website,Complaint,Parking,Restrictions/Enforcement,,1/11/18 22:40,1/12/18 9:17,0
Website,Complaint,Quality of Life,Quality of Life - Other,,1/11/18 21:13,1/12/18 13:18,1
Website,Complaint,Quality of Life,Unclean Individual,,43111.87708,43112.50417,1
Website,Complaint,Station Cleanliness,Platform,M30 - Powell St. (SF),43111.80139,43112.40486,1
Website,Complaint,Trains,Trains Misc.,A10 - Lake Merritt (Oakland),43111.71806,43112.38333,1
Ground Mail,Complaint,Parking,Paid Reserve,,43111.70486,43111.70486,0
Website,Complaint,Policies,Eating Enforcement,,43111.69167,43112.54931,1
Phone,Complaint,Station Cleanliness,Elevators,,43111.64236,43111.64306,0
Website,Complaint,Parking,Parking Misc.,C80 - Pittsburg/Bay Point,43111.63194,43111.65417,0
Phone,Complaint,AFC,Addfare Inoperative,M70 - Glen Park (SF),1/11/18 12:07,1/11/18 12:09,0
Phone,Complaint,Service,Service Misc.,A60 - Hayward,1/11/18 10:40,1/12/18 15:29,1
Website,Complaint,Bike Program,Bikes - Misc.,C10 - Rockridge (Oakland),1/11/18 10:40,1/11/18 12:14,0
Phone,Complaint,AFC,Gate Malfunction,M10 - West Oakland,1/11/18 10:29,1/11/18 15:36,0
Website,Complaint,Police,Lack of Presence - STA,,1/11/18 10:16,1/18/18 12:30,7
Website,Complaint,Passenger Information,Improve Website,,1/11/18 8:38,1/11/18 9:34,0
Website,Complaint,Policies,Fares,,1/11/18 8:34,1/11/18 11:26,0
Website,Complaint,Service,Delays,,1/11/18 8:21,1/11/18 14:36,0
Website,Complaint,AFC,Vendor Inoperative,A20 - Fruitvale (Oakland),1/11/18 8:13,1/11/18 9:33,0
Website,Complaint,Station Cleanliness,Platform,M40 - Civic Center/UN Plaza (SF),1/11/18 7:27,1/11/18 11:03,0
Website,Complaint,Service,Delays,,1/11/18 5:36,1/12/18 15:52,1
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),1/10/18 19:28,1/11/18 10:19,1
Website,Complaint,Service,Scheduling,,1/10/18 19:22,1/11/18 13:09,1
Website,Complaint,Announcements,Quality Train Announcements,K20 - 19th St. Oakland,1/10/18 18:49,1/11/18 12:07,1
Website,Complaint,Quality of Life,Transient,M50 - 16th St. Mission (SF),1/10/18 18:37,1/11/18 8:02,1
Website,Complaint,Quality of Life,Quality of Life - Other,,1/10/18 18:37,1/11/18 8:01,1
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),43110.75417,43111.45139,1
Website,Complaint,Bike Program,Bikes - Get Bikes Off Trains,,43110.74167,43111.39653,1
Phone,Complaint,Policies,Fares,R20 - Downtown Berkeley,43110.73333,43110.73542,0
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),43110.72014,43110.725,0
Phone,Complaint,Maintenance and Equipment,Lighting,,43110.65,43110.65208,0
Website,Complaint,AFC,Parkmaster Inoperative,R50 - El Cerrito del Norte,43110.59514,43110.61528,0
Phone,Complaint,AFC,Parkmaster Inoperative,R30 - North Berkeley,43110.56111,43110.56181,0
Website,Complaint,Police,Lack of Presence - STA,M60 - 24th St. Mission (SF),1/10/18 13:26,1/10/18 14:05,0
Website,Complaint,Parking,Restrictions/Enforcement,C60 - Concord,1/10/18 13:26,1/10/18 13:59,0
Phone,Complaint,Police,Lack of Police Response,,1/10/18 13:06,1/10/18 13:17,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,C40 - Walnut Creek,1/10/18 13:03,1/10/18 16:02,0
Website,Complaint,Maintenance and Equipment,Escalator,M20 - Montgomery St. (SF),1/10/18 11:26,1/10/18 16:16,0
Website,Complaint,Station Cleanliness,Stairs,,1/10/18 10:48,1/10/18 11:03,0
Phone,Complaint,Parking,Crowded Lots,C30 - Lafayette,1/10/18 9:56,1/10/18 14:20,0
Website,Complaint,Station Cleanliness,Stairs,A30 - Coliseum,1/10/18 9:14,1/10/18 9:15,0
Website,Complaint,Station Cleanliness,Parking Lots,A30 - Coliseum,1/10/18 8:49,1/10/18 9:14,0
Website,Complaint,Trains,Air Conditioning Inoperative,,1/10/18 8:46,1/10/18 9:42,0
Website,Complaint,Policies,Refunds,A90 - Fremont,1/10/18 8:03,1/10/18 8:53,0
Website,Complaint,Maintenance and Equipment,Escalator,M40 - Civic Center/UN Plaza (SF),1/10/18 7:00,1/10/18 11:28,0
Website,Complaint,Quality of Life,Transient,,1/10/18 6:21,1/10/18 10:55,0
Website,Complaint,Police,Lack of Presence - Train,,1/10/18 4:56,1/10/18 12:23,0
Website,Complaint,Service,Closed Door,W20 - South San Francisco,1/10/18 4:35,1/10/18 16:03,0
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),1/9/18 21:54,1/10/18 8:14,0
Website,Complaint,Station Cleanliness,Platform,,43109.85694,43110.46944,1
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43109.84167,43110.36667,1
Website,Complaint,Quality of Life,Unclean Individual,,43109.80694,43110.66944,1
Website,Complaint,Maintenance and Equipment,M&E Misc.,W40 - Millbrae,43109.79931,43111.37639,2
Website,Complaint,Announcements,Quality Train Announcements,A30 - Coliseum,43109.71597,43110.41667,1
Website,Complaint,Maintenance and Equipment,M&E Misc.,C40 - Walnut Creek,43109.71458,43110.46944,1
Website,Complaint,Police,Lack of Police Response,M40 - Civic Center/UN Plaza (SF),43109.60833,43109.62778,0
Website,Complaint,Policies,Fares,,1/9/18 14:33,1/10/18 10:26,1
Phone,Complaint,AFC,Clipper,A40 - San Leandro,1/9/18 13:56,1/16/18 8:40,7
Website,Complaint,Policies,Smoking Enforcement,A70 - South Hayward,1/9/18 13:41,1/9/18 16:35,0
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),1/9/18 13:06,1/9/18 13:10,0
Website,Complaint,Maintenance and Equipment,Graffiti,M20 - Montgomery St. (SF),1/9/18 12:42,1/9/18 12:51,0
Phone,Complaint,AFC,Skipped Print,R20 - Downtown Berkeley,1/9/18 12:36,1/9/18 15:07,0
Phone,Complaint,Policies,Fares,,1/9/18 11:32,1/18/18 12:28,9
Website,Complaint,Police,Lack of Presence - STA,L20 - West Dublin/Pleasanton,1/9/18 11:10,1/9/18 11:35,0
Website,Complaint,Trains,Doors Inoperative,,1/9/18 10:06,1/9/18 12:46,0
Phone,Complaint,Maintenance and Equipment,Lighting,M40 - Civic Center/UN Plaza (SF),1/9/18 9:25,1/9/18 9:27,0
Phone,Complaint,Train Cleanliness,Train Clean - Misc.,,1/9/18 9:07,1/9/18 9:10,0
Website,Complaint,Service,Delays,W30 - San Bruno,1/9/18 9:01,1/9/18 10:35,0
Website,Complaint,AFC,Vendor Inoperative,M30 - Powell St. (SF),1/9/18 8:53,1/9/18 13:25,0
Website,Complaint,Parking,Restrictions/Enforcement,,1/9/18 8:30,1/9/18 9:05,0
Website,Complaint,Policies,Marketing and Promotions,C40 - Walnut Creek,1/9/18 7:58,1/9/18 9:41,0
Website,Complaint,Service,Delays,C80 - Pittsburg/Bay Point,1/9/18 6:30,1/18/18 11:23,9
Website,Complaint,Maintenance and Equipment,M&E Misc.,C40 - Walnut Creek,43109.22778,43109.35486,0
Website,Complaint,Police,Lack of Presence - STA,,43108.78056,43109.36667,1
Website,Complaint,Service,Delays,,43108.75764,43109.5,1
Website,Complaint,Police,Lack of Police Response,M40 - Civic Center/UN Plaza (SF),43108.73264,43109.35417,1
Phone,Complaint,Quality of Life,Transient,,43108.70347,43108.71597,0
Phone,Complaint,Service,Service Misc.,,43108.70278,43116.35,8
Website,Complaint,Quality of Life,Unclean Individual,,43108.67639,43108.67917,0
Website,Complaint,Train Cleanliness,Train Clean - Misc.,,1/8/18 15:26,1/12/18 16:12,4
Website,Complaint,Maintenance and Equipment,Rail Noise,,1/8/18 15:14,1/8/18 15:37,0
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,,1/8/18 15:11,1/8/18 15:53,0
Website,Complaint,Service,Short Trains,,1/8/18 15:09,1/8/18 16:16,0
Website,Complaint,Trains,Trains Misc.,,1/8/18 13:06,1/8/18 13:45,0
Website,Complaint,Passenger Information,Inadequate/Incorrect,K20 - 19th St. Oakland,1/8/18 12:16,1/8/18 12:33,0
Website,Complaint,Station Cleanliness,Concourse,M40 - Civic Center/UN Plaza (SF),1/8/18 10:41,1/8/18 11:45,0
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),1/8/18 10:09,1/8/18 11:38,0
Phone,Complaint,Police,Lack of Presence - STA,A50 - Bay Fair (San Leandro),1/8/18 9:38,1/8/18 9:38,0
Website,Complaint,Police,Lack of Police Response,C30 - Lafayette,1/8/18 9:30,1/8/18 12:03,0
Phone,Complaint,Station Cleanliness,Platform,,1/8/18 9:29,1/8/18 9:29,0
Website,Complaint,Police,Lack of Presence - STA,C40 - Walnut Creek,1/8/18 9:12,1/8/18 11:07,0
Website,Complaint,Police,Lack of Presence - Train,C50 - Pleasant Hill/Contra Costa Centre,1/8/18 8:39,1/8/18 10:27,0
Website,Complaint,Quality of Life,Transient,,1/8/18 8:24,1/8/18 9:54,0
Website,Complaint,Service,Delays,L30 - Dublin/Pleasanton,1/8/18 8:03,1/8/18 12:58,0
Website,Complaint,Maintenance and Equipment,Elevator,M90 - Daly City,1/8/18 7:22,1/8/18 10:05,0
Website,Complaint,Parking,Parking Misc.,A50 - Bay Fair (San Leandro),43108.29931,43108.55694,0
Website,Complaint,Maintenance and Equipment,Lighting,R50 - El Cerrito del Norte,43107.90556,43108.53819,1
Website,Complaint,AFC,Vendor Inoperative,A20 - Fruitvale (Oakland),43107.49375,43109.52431,2
Website,Complaint,Service,Delays,,43106.6625,43108.54236,2
Website,Complaint,Maintenance and Equipment,M&E Misc.,M10 - West Oakland,43106.59097,43108.40139,2
Website,Complaint,Maintenance and Equipment,M&E Misc.,,43106.38472,43108.47847,2
Website,Complaint,Maintenance and Equipment,M&E Misc.,,43106.38264,43109.43611,3
Website,Complaint,Maintenance and Equipment,Escalator,R20 - Downtown Berkeley,1/6/18 9:03,1/8/18 8:50,2
Website,Complaint,Train Cleanliness,Train Clean - Misc.,,1/6/18 8:27,1/8/18 10:26,2
Website,Complaint,Service,Delays,,1/6/18 7:00,1/8/18 14:08,2
Website,Complaint,Police,Lack of Presence - STA,M50 - 16th St. Mission (SF),1/5/18 18:00,1/8/18 9:12,3
Website,Complaint,Service,Timed Meet/Connection,K20 - 19th St. Oakland,1/5/18 17:08,1/8/18 13:10,3
Website,Complaint,Service,Delays,S20 - Warm Springs,1/5/18 16:17,1/8/18 16:36,3
Website,Complaint,Police,Lack of Presence - Train,M40 - Civic Center/UN Plaza (SF),1/5/18 16:05,1/5/18 16:49,0
Phone,Complaint,Trains,Trains Misc.,,1/5/18 15:39,1/8/18 12:24,3
Phone,Complaint,Train Cleanliness,Interior Car Cleanliness,,1/5/18 15:22,1/5/18 15:43,0
Website,Complaint,Station Cleanliness,Stairs,W20 - South San Francisco,1/5/18 13:52,1/5/18 14:36,0
Phone,Complaint,Parking,Long Term,L10 - Castro Valley,1/5/18 13:20,1/5/18 14:50,0
Website,Complaint,Service,Closed Door,C70 - North Concord/Martinez,1/5/18 12:33,1/8/18 13:07,3
Phone,Complaint,Police,Police Misc.,C80 - Pittsburg/Bay Point,1/5/18 12:15,1/5/18 12:23,0
Phone,Complaint,Policies,Fares,,1/5/18 11:58,1/5/18 11:58,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,,1/5/18 11:30,1/10/18 9:52,5
Website,Complaint,Police,Fare Evasion,,1/5/18 10:26,1/8/18 12:10,3
Website,Complaint,Police,Lack of Presence - STA,,43105.41458,43112.675,7
Website,Complaint,Quality of Life,Transient,,43105.41319,43108.53264,3
Website,Complaint,AFC,Clipper,,43105.39931,43108.52153,3
Website,Complaint,Quality of Life,Unclean Individual,,43105.37986,43108.51528,3
Website,Complaint,Service,Service Misc.,A40 - San Leandro,43105.36736,43108.51181,3
Website,Complaint,Maintenance and Equipment,Elevator,C50 - Pleasant Hill/Contra Costa Centre,43105.31944,43105.34653,0
Website,Complaint,Police,Lack of Presence - STA,,43105.28681,43112.67431,7
Website,Complaint,Service,Service Misc.,,1/5/18 5:49,1/5/18 11:32,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,,1/4/18 17:40,1/5/18 12:37,1
Website,Complaint,Police,Lack of Presence - STA,C80 - Pittsburg/Bay Point,1/4/18 16:53,1/5/18 12:00,1
Website,Complaint,Police,Lack of Presence - Train,,1/4/18 16:17,1/5/18 11:50,1
Phone,Complaint,Station Cleanliness,Parking Garage,A60 - Hayward,1/4/18 15:59,1/4/18 15:59,0
Website,Complaint,Announcements,Quality Station Announcements,W20 - South San Francisco,1/4/18 15:25,1/5/18 13:48,1
Website,Complaint,Police,Lack of Presence - STA,,1/4/18 13:44,1/5/18 11:24,1
Website,Complaint,Service,Service Misc.,C60 - Concord,1/4/18 13:28,1/8/18 10:25,4
Website,Complaint,Service,Delays,C70 - North Concord/Martinez,1/4/18 13:18,1/8/18 9:48,4
Website,Complaint,Station Cleanliness,Plaza,,1/4/18 12:29,1/4/18 14:43,0
Website,Complaint,Policies,Fares,,1/4/18 11:39,1/5/18 17:00,1
Phone,Complaint,Trains,Trains Misc.,C80 - Pittsburg/Bay Point,1/4/18 10:40,1/4/18 11:00,0
Phone,Complaint,Service,Timed Meet/Connection,K20 - 19th St. Oakland,1/4/18 10:36,1/5/18 16:49,1
Phone,Complaint,Maintenance and Equipment,Escalator,M20 - Montgomery St. (SF),1/4/18 10:33,1/9/18 12:32,5
Website,Complaint,Announcements,No Destination/Arrival Announcement,C50 - Pleasant Hill/Contra Costa Centre,1/4/18 10:08,1/8/18 13:40,4
Website,Complaint,Trains,Intercom Inaudible,,1/4/18 9:39,1/4/18 10:04,0
Website,Complaint,Quality of Life,Quality of Life - Other,,43104.40069,43104.63681,0
Website,Complaint,Quality of Life,Unclean Individual,,43104.38403,43104.51736,0
Website,Complaint,Trains,Trains Misc.,,43104.38264,43104.425,0
Website,Complaint,Trains,Trains Misc.,C60 - Concord,43104.38194,43104.51806,0
Website,Complaint,Trains,Trains Misc.,C80 - Pittsburg/Bay Point,43104.37708,43104.51597,0
Website,Complaint,Police,Police Misc.,,43104.36458,43105.66389,1
Website,Complaint,Service,Delays,L30 - Dublin/Pleasanton,43104.34722,43105.65625,1
Website,Complaint,Policies,Fares,,1/4/18 5:54,1/4/18 13:43,0
Website,Complaint,Policies,Smoking Enforcement,M30 - Powell St. (SF),1/3/18 20:08,1/5/18 11:18,2
Website,Complaint,Service,Delays,,1/3/18 18:14,1/4/18 14:45,1
Website,Complaint,Quality of Life,Unclean Individual,,1/3/18 17:45,1/4/18 9:52,1
Website,Complaint,Service,Delays,M30 - Powell St. (SF),1/3/18 17:41,1/5/18 10:51,2
Website,Complaint,Police,Lack of Presence - Train,,1/3/18 16:58,1/4/18 8:57,1
Website,Complaint,Police,Lack of Presence - Train,,1/3/18 15:21,1/4/18 10:32,1
Website,Complaint,Police,Lack of Presence - Train,,1/3/18 15:06,1/4/18 12:44,1
Email,Complaint,Service,Scheduling,W40 - Millbrae,1/3/18 13:51,1/3/18 13:51,0
Website,Complaint,Trains,Trains Misc.,,1/3/18 13:35,1/3/18 15:16,0
Website,Complaint,Quality of Life,Unclean Individual,M40 - Civic Center/UN Plaza (SF),1/3/18 13:15,1/10/18 17:43,7
Phone,Complaint,AFC,Clipper,L10 - Castro Valley,1/3/18 12:48,1/5/18 15:05,2
Phone,Complaint,Police,Lack of Presence - Train,Y10 - San Francisco Int'l Airport,1/3/18 12:38,1/5/18 14:59,2
Phone,Complaint,Station Cleanliness,Platform,A40 - San Leandro,1/3/18 12:02,1/5/18 11:39,2
Phone,Complaint,Maintenance and Equipment,M&E Misc.,,1/3/18 10:48,1/3/18 10:48,0
Website,Complaint,Service,Service Misc.,M16 - Embarcadero (SF),1/3/18 9:49,1/4/18 16:09,1
Website,Complaint,Quality of Life,Unclean Individual,,43103.39167,43105.46528,2
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43103.34931,43103.48056,0
Email,Complaint,Station Cleanliness,Parking Garage,M90 - Daly City,43103.34722,43103.43403,0
Website,Complaint,Service,Delays,L30 - Dublin/Pleasanton,43103.33542,43103.69167,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,C40 - Walnut Creek,43103.23889,43108.55486,5
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43102.94306,43103.50972,1
Website,Complaint,Service,Timed Meet/Connection,K20 - 19th St. Oakland,43102.74236,43105.59653,3
Website,Complaint,Quality of Life,Unclean Individual,,1/2/18 17:41,1/3/18 10:48,1
